Name,datetime,Date,Time,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
LAGOS STATE,2024-07-18T01:00:00,18/07/2024,01:00:00,25.4,25.4,20,72.06,0,22.6,,0,0,25.9,14.8,248.3,1015,48.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T02:00:00,18/07/2024,02:00:00,25.2,25.2,19.9,72.77,0,41.9,,0,0,25.9,14.6,251.4,1014.7,54.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T03:00:00,18/07/2024,03:00:00,24.9,24.9,19.9,73.49,0,41.9,,0,0,25.9,14.5,254.4,1014.3,59.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T04:00:00,18/07/2024,04:00:00,24.8,24.8,19.9,74.22,0,41.9,,0,0,25.9,14.4,257.5,1014,65,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T05:00:00,18/07/2024,05:00:00,24.7,24.7,20,75.13,0,41.9,,0,0,25,13.3,260.3,1014.7,61.5,24.1,0.3,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T06:00:00,18/07/2024,06:00:00,24.6,24.6,20.1,76.05,0,41.9,,0,0,24,12.2,263,1015.3,57.9,24.1,0.7,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T07:00:00,18/07/2024,07:00:00,24.5,24.5,20.2,76.98,0,41.9,,0,0,23,11.2,265.8,1016,54.4,24.1,1,0,0,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T08:00:00,18/07/2024,08:00:00,25.6,25.6,20.1,71.66,0,64.5,rain,0,0,21.1,13.1,256.7,1016,57,24.1,111.7,0.5,1,3,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-18T09:00:00,18/07/2024,09:00:00,26.8,28.3,20.1,66.75,0,64.5,rain,0,0,19.2,15,247.7,1016,59.6,24.1,222.3,0.9,2,3,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-18T10:00:00,18/07/2024,10:00:00,28,29.6,20.1,62.21,0,64.5,rain,0,0,17.3,16.9,238.6,1016,62.2,24.1,333,1.2,3,3,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-18T11:00:00,18/07/2024,11:00:00,27.7,29.4,20.2,63.58,0,64.5,rain,0,0,18.2,17.8,237,1015.3,54,24.1,364.3,1.3,4,3,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-18T12:00:00,18/07/2024,12:00:00,27.4,29.1,20.3,64.98,0,64.5,rain,0,0,19.2,18.6,235.3,1014.7,45.9,24.1,395.7,1.4,4,3,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-18T13:00:00,18/07/2024,13:00:00,27.2,28.8,20.4,66.41,0,64.5,rain,0,0,20.2,19.4,233.7,1014,37.7,24.1,427,1.5,4,3,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-18T14:00:00,18/07/2024,14:00:00,27.2,28.9,20.4,66.42,0,29,,0,0,20.4,20,228.5,1013.3,32.5,24.1,499.7,1.8,5,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T15:00:00,18/07/2024,15:00:00,27.3,29,20.5,66.44,0,29,,0,0,20.6,20.6,223.4,1012.7,27.4,24.1,572.3,2,6,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T16:00:00,18/07/2024,16:00:00,27.4,29.1,20.6,66.45,0.1,29,rain,0,0,20.9,21.2,218.2,1012,22.2,24.1,645,2.3,6,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T17:00:00,18/07/2024,17:00:00,27.1,28.7,20.6,67.63,0,29,,0,0,21.1,19.9,219.7,1012.3,36.2,24.1,526,1.9,5,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T18:00:00,18/07/2024,18:00:00,26.8,28.4,20.6,68.83,0,29,,0,0,21.4,18.6,221.3,1012.7,50.1,24.1,407,1.4,4,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T19:00:00,18/07/2024,19:00:00,26.5,26.5,20.6,70.06,0,29,,0,0,21.6,17.3,222.8,1013,64.1,24.1,288,1,3,3,Partially cloudy,partly-cloudy-day,
LAGOS STATE,2024-07-18T20:00:00,18/07/2024,20:00:00,26.3,26.3,20.6,70.75,0,9.7,,0,0,20.8,16.2,224.9,1013.3,71,24.1,192,0.7,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T21:00:00,18/07/2024,21:00:00,26.1,26.1,20.6,71.46,0,9.7,,0,0,19.9,15.1,227,1013.7,77.8,24.1,96,0.3,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T22:00:00,18/07/2024,22:00:00,26,26,20.6,72.16,0,9.7,,0,0,19.1,14,229.1,1014,84.7,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-18T23:00:00,18/07/2024,23:00:00,25.8,25.8,20.7,73.63,0,9.7,,0,0,19.7,14,231.2,1014,73.5,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T00:00:00,19/07/2024,00:00:00,25.6,25.6,20.9,75.13,0,9.7,,0,0,20.3,14,233.3,1014,62.4,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T01:00:00,19/07/2024,01:00:00,25.5,25.5,21.1,76.66,0,9.7,,0,0,20.9,14,235.4,1014,51.2,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T02:00:00,19/07/2024,02:00:00,25.3,25.3,21,77.26,0,32.3,,0,0,22.7,14.6,241,1013.7,63.9,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T03:00:00,19/07/2024,03:00:00,25.1,25.1,21,77.87,0,32.3,,0,0,24.5,15.2,246.6,1013.3,76.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T04:00:00,19/07/2024,04:00:00,25,25,21,78.49,0,32.3,,0,0,26.3,15.8,252.2,1013,89.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T05:00:00,19/07/2024,05:00:00,24.9,24.9,21.1,79.61,0,32.3,,0,0,26.8,15.7,251.2,1013.3,92.7,18.7,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T06:00:00,19/07/2024,06:00:00,24.8,24.8,21.3,80.75,0,32.3,,0,0,27.2,15.6,250.2,1013.7,96.1,13.4,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T07:00:00,19/07/2024,07:00:00,24.8,24.8,21.5,81.91,1.5,32.3,rain,0,0,27.7,15.5,249.2,1014,99.6,8,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T08:00:00,19/07/2024,08:00:00,25,25,21.5,80.61,0,38.7,,0,0,28.1,16.4,249,1014.7,99.7,13.4,20.3,0.1,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T09:00:00,19/07/2024,09:00:00,25.3,25.3,21.5,79.34,0,38.7,,0,0,28.4,17.4,248.9,1015.3,99.9,18.7,40.7,0.1,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T10:00:00,19/07/2024,10:00:00,25.6,25.6,21.5,78.1,0.4,38.7,rain,0,0,28.8,18.4,248.7,1016,100,24.1,61,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T11:00:00,19/07/2024,11:00:00,25.4,25.4,21.6,79.68,0,38.7,,0,0,30.2,19.2,247.6,1015.3,100,24.1,58.3,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T12:00:00,19/07/2024,12:00:00,25.2,25.2,21.7,81.29,0,38.7,,0,0,31.7,20,246.4,1014.7,100,24.1,55.7,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T13:00:00,19/07/2024,13:00:00,25,25,21.9,82.94,0.2,38.7,rain,0,0,33.1,20.9,245.3,1014,100,24.1,53,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T14:00:00,19/07/2024,14:00:00,25,25,21.8,82.61,0,25.8,,0,0,34.1,21.6,245.1,1013.3,100,24.1,55.3,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T15:00:00,19/07/2024,15:00:00,25,25,21.8,82.27,0,25.8,,0,0,35,22.3,244.8,1012.7,100,24.1,57.7,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T16:00:00,19/07/2024,16:00:00,25.1,25.1,21.8,81.94,0.4,25.8,rain,0,0,36,23,244.6,1012,100,24.1,60,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T17:00:00,19/07/2024,17:00:00,25,25,21.7,81.61,0,25.8,,0,0,34.7,22.2,244.3,1012.3,100,24.1,51.3,0.2,1,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T18:00:00,19/07/2024,18:00:00,25,25,21.6,81.27,0,25.8,,0,0,33.4,21.4,243.9,1012.7,100,24.1,42.7,0.1,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T19:00:00,19/07/2024,19:00:00,25,25,21.5,80.94,0.1,25.8,rain,0,0,32,20.5,243.6,1013,100,24.1,34,0.1,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T20:00:00,19/07/2024,20:00:00,24.9,24.9,21.5,81.26,0,12.9,,0,0,31.7,20,241.8,1013.7,93.4,24.1,22.7,0.1,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-19T21:00:00,19/07/2024,21:00:00,24.8,24.8,21.5,81.58,0,12.9,,0,0,31.3,19.6,240,1014.3,86.8,24.1,11.3,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T22:00:00,19/07/2024,22:00:00,24.8,24.8,21.5,81.91,0.4,12.9,rain,0,0,31,19.1,238.2,1015,80.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-19T23:00:00,19/07/2024,23:00:00,24.8,24.8,21.4,81.08,0,12.9,,0,0,31.8,19.4,238.6,1014.7,82.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
